"Timestamp","Stage","Name","Status","Detail"
"2026-08-14 21:36:58","4","KeePass","Installed","winget:DominikReichl.KeePass"
"2026-08-14 21:38:30","4","Adobe Acrobat Reader","Installed","winget:Adobe.Acrobat.Reader.64-bit"
"2026-08-14 21:42:16","4","JDK 17","Installed","manual-download:https://download.java.net/java/GA/jdk17.0.2/dfd4a8d0985749f896bed50d7138ee7f/8/GPL/openjdk-17.0.2_windows-x64_bin.zip"
"2026-08-14 21:42:30","4","Firefox","Installed","winget:Mozilla.Firefox.ESR"
"2026-08-14 21:42:32","4","Firefox Extensions","Installed","policies.json:darkreader,foxyproxy-standard,wappalyzer,cookie-editor,user-agent-string-switcher,multi-account-containers,retire-js,shodan-addon"
"2026-08-14 21:42:56","4","Google Chrome","Installed","winget:Google.Chrome"
"2026-08-14 21:42:56","4","Chrome Extensions","Installed","ExtensionInstallForcelist:eimadpbcbfnmbkopoojfekhnkhdbieeh,gcknhkkoolaabfmlnjonogaaifnjlfnp,gppongmhjkpfnbhagpmjfkannfbllamg,ookdjilphngeeeghgngjabigmpepanpl,bhchdcejhohfmigjafbampogmaanbfkg,ciilcijdmepbaiocfaacfcmcnkdhjnag,jjalcfnidlmpjhdfepjhjbhnhkbgleap"
"2026-08-14 21:44:08","4","Burp Suite Community","Installed","winget:PortSwigger.BurpSuite.Community"
"2026-08-14 21:44:12","4","Fiddler Classic","Installed","winget:Telerik.Fiddler.Classic"
"2026-08-14 21:44:42","4","Hashcat","Installed","github-release:hashcat/hashcat/hashcat-7.1.2.7z"
"2026-08-14 21:44:46","4","SharpHound","Installed","github-release:SpecterOps/SharpHound/SharpHound_v2.14.0+debug_windows_x86.zip"
"2026-08-14 21:45:00","4","Rubeus","Installed","source-build:GhostPack/Rubeus"
"2026-08-14 21:45:16","4","Certify","Installed","source-build:GhostPack/Certify"
"2026-08-14 21:45:18","4","PowerSploit","Installed","git-clone:PowerShellMafia/PowerSploit"
"2026-08-14 21:45:19","4","Responder","Installed","git-clone:lgandx/Responder"
"2026-08-14 21:45:20","4","ShadowHound","Installed","git-clone:Friends-Security/ShadowHound"
"2026-08-14 21:45:20","4","Impacket","Skipped","Failed"
"2026-08-14 21:45:20","4","NetExec","Skipped","Failed"
"2026-08-14 21:45:20","4","bloodyAD","Skipped","Failed"
"2026-08-14 21:46:07","4","FaceDancer","Installed","source-build-rust:Tylous/FaceDancer"
"2026-08-14 21:46:08","4","swarmer","Installed","github-release:praetorian-inc/swarmer/swarmer.exe"
"2026-08-14 21:46:09","4","HiveSwarming","Installed","github-release:stormshield/HiveSwarming/HiveSwarming.exe"
"2026-08-14 21:46:13","4","bof-collection/Active_Directory","Installed","source-build-bof-make:rvrsh3ll/BOF_Collection"
"2026-08-14 21:46:13","4","bof-collection/Collection/Clipboard","Installed","source-build-bof-make:rvrsh3ll/BOF_Collection"
"2026-08-14 21:46:14","4","bof-collection/Collection/WiFi","Installed","source-build-bof-make:rvrsh3ll/BOF_Collection"
"2026-08-14 21:46:14","4","bof-collection/Network/PortScan","Skipped","source-build-bof-make:rvrsh3ll/BOF_Collection (exit 2)"
"2026-08-14 21:46:15","4","bof-collection/Persistence","Installed","source-build-bof-make:rvrsh3ll/BOF_Collection"
"2026-08-14 21:46:16","4","BOF-patchit","Installed","git-clone:ScriptIdiot/BOF-patchit"
"2026-08-14 21:46:19","4","C2-Tool-Collection/AddMachineAccount/SOURCE","Skipped","source-build-bof-make:outflanknl/C2-Tool-Collection (exit 2)"
"2026-08-14 21:46:19","4","C2-Tool-Collection/Askcreds/SOURCE","Skipped","source-build-bof-make:outflanknl/C2-Tool-Collection (exit 2)"
"2026-08-14 21:46:20","4","C2-Tool-Collection/CVE-2022-26923/SOURCE","Skipped","source-build-bof-make:outflanknl/C2-Tool-Collection (exit 2)"
"2026-08-14 21:46:20","4","C2-Tool-Collection/Domaininfo/SOURCE","Skipped","source-build-bof-make:outflanknl/C2-Tool-Collection (exit 2)"
"2026-08-14 21:46:21","4","C2-Tool-Collection/FindObjects/SOURCE","Skipped","source-build-bof-make:outflanknl/C2-Tool-Collection (exit 2)"
"2026-08-14 21:46:21","4","C2-Tool-Collection/Kerberoast/SOURCE","Skipped","source-build-bof-make:outflanknl/C2-Tool-Collection (exit 2)"
"2026-08-14 21:46:22","4","C2-Tool-Collection/KerbHash/SOURCE","Skipped","source-build-bof-make:outflanknl/C2-Tool-Collection (exit 2)"
"2026-08-14 21:46:22","4","C2-Tool-Collection/Klist/SOURCE","Skipped","source-build-bof-make:outflanknl/C2-Tool-Collection (exit 2)"
"2026-08-14 21:46:22","4","C2-Tool-Collection/Lapsdump/SOURCE","Skipped","source-build-bof-make:outflanknl/C2-Tool-Collection (exit 2)"
"2026-08-14 21:46:23","4","C2-Tool-Collection/PetitPotam/SOURCE","Skipped","source-build-bof-make:outflanknl/C2-Tool-Collection (exit 2)"
"2026-08-14 21:46:24","4","C2-Tool-Collection/Psc/SOURCE","Skipped","source-build-bof-make:outflanknl/C2-Tool-Collection (exit 2)"
"2026-08-14 21:46:24","4","C2-Tool-Collection/Psk/SOURCE","Skipped","source-build-bof-make:outflanknl/C2-Tool-Collection (exit 2)"
"2026-08-14 21:46:25","4","C2-Tool-Collection/Psm/SOURCE","Skipped","source-build-bof-make:outflanknl/C2-Tool-Collection (exit 2)"
"2026-08-14 21:46:25","4","C2-Tool-Collection/Psw/SOURCE","Skipped","source-build-bof-make:outflanknl/C2-Tool-Collection (exit 2)"
"2026-08-14 21:46:26","4","C2-Tool-Collection/Psx/SOURCE","Skipped","source-build-bof-make:outflanknl/C2-Tool-Collection (exit 2)"
"2026-08-14 21:46:26","4","C2-Tool-Collection/ReconAD/SOURCE","Skipped","source-build-bof-make:outflanknl/C2-Tool-Collection (exit 2)"
"2026-08-14 21:46:27","4","C2-Tool-Collection/Smbinfo/SOURCE","Skipped","source-build-bof-make:outflanknl/C2-Tool-Collection (exit 2)"
"2026-08-14 21:46:27","4","C2-Tool-Collection/SprayAD/SOURCE","Skipped","source-build-bof-make:outflanknl/C2-Tool-Collection (exit 2)"
"2026-08-14 21:46:27","4","C2-Tool-Collection/StartWebClient/SOURCE","Skipped","source-build-bof-make:outflanknl/C2-Tool-Collection (exit 2)"
"2026-08-14 21:46:28","4","C2-Tool-Collection/WdToggle/SOURCE","Installed","source-build-bof-make:outflanknl/C2-Tool-Collection"
"2026-08-14 21:46:28","4","C2-Tool-Collection/Winver/SOURCE","Skipped","source-build-bof-make:outflanknl/C2-Tool-Collection (exit 2)"
"2026-08-14 21:46:28","4","C2-Tool-Collection","Skipped","source-build-bof-make:outflanknl/C2-Tool-Collection (exit 2)"
"2026-08-14 21:46:29","4","CredManBOF","Installed","git-clone:jsecu/CredManBOF"
"2026-08-14 21:46:31","4","CS-Remote-OPs-BOF","Installed","git-clone:trustedsec/CS-Remote-OPs-BOF"
"2026-08-14 21:46:33","4","CS-Situational-Awareness-BOF","Installed","git-clone:trustedsec/CS-Situational-Awareness-BOF"
"2026-08-14 21:46:36","4","HandleKatz_BOF","Installed","source-build-bof-make:EspressoCake/HandleKatz_BOF"
"2026-08-14 21:46:37","4","HOLLOW","Installed","git-clone:boku7/HOLLOW"
"2026-08-14 21:46:38","4","injectAmsiBypass","Installed","git-clone:boku7/injectAmsiBypass"
"2026-08-14 21:46:38","4","injectEtwBypass","Installed","git-clone:boku7/injectEtwBypass"
"2026-08-14 21:46:48","4","Kerbeus-BOF","Installed","source-build-bof-make:RalfHacker/Kerbeus-BOF"
"2026-08-14 21:47:07","4","OperatorsKit","Installed","source-build-bof:REDMED-X/OperatorsKit"
"2026-08-14 21:47:10","4","PatchlessInlineExecute-Assembly","Installed","source-build-bof:VoldeSec/PatchlessInlineExecute-Assembly"
"2026-08-14 21:47:14","4","PoolPartyBof","Installed","source-build-bof-make:0xEr3bus/PoolPartyBof"
"2026-08-14 21:47:17","4","ServiceMove-BOF","Installed","source-build-bof-make:netero1010/ServiceMove-BOF"
"2026-08-14 21:47:18","4","secinject","Installed","source-build-bof-make:apokryptein/secinject"
"2026-08-14 21:47:23","4","ThreadlessInject-BOF","Installed","source-build-bof-make:iilegacyyii/ThreadlessInject-BOF"
"2026-08-14 21:47:26","4","Unhook-BOF","Installed","source-build-bof:rsmudge/unhook-bof"
"2026-08-14 21:47:40","4","ADSearch","Installed","source-build:tomcarver16/ADSearch"
"2026-08-14 21:47:45","4","Net-GPPPassword","Installed","source-build:outflanknl/Net-GPPPassword"
"2026-08-14 21:47:56","4","nopowershell","Installed","source-build:bitsadmin/nopowershell"
"2026-08-14 21:48:02","4","RestrictedAdmin","Installed","source-build:GhostPack/RestrictedAdmin"
"2026-08-14 21:48:10","4","Sharp-SMBExec","Installed","source-build:checkymander/Sharp-SMBExec"
"2026-08-14 21:48:20","4","SharpClipHistory","Installed","source-build:ReversecLabs/SharpClipHistory"
"2026-08-14 21:48:35","4","SharpCollection","Installed","git-clone:Flangvik/SharpCollection"
"2026-08-14 21:48:42","4","SharpDPAPI","Installed","source-build:GhostPack/SharpDPAPI"
"2026-08-14 21:48:49","4","SharpDump","Installed","source-build:GhostPack/SharpDump"
"2026-08-14 21:48:59","4","SharPersist","Installed","source-build:mandiant/SharPersist"
"2026-08-14 21:49:06","4","SharpExec","Installed","source-build:checkymander/Sharp-WMIExec"
"2026-08-14 21:49:17","4","SharpGPOAbuse","Installed","source-build:ReversecLabs/SharpGPOAbuse"
"2026-08-14 21:49:17","4","SharpLAPS","Skipped","Failed"
"2026-08-14 21:49:17","4","SharpMapExec","Skipped","Failed"
"2026-08-14 21:49:17","4","SharpRDP","Skipped","Failed"
"2026-08-14 21:49:17","4","SharpSCCM","Skipped","Failed"
"2026-08-14 21:49:22","4","SharpSecDump","Installed","source-build:G0ldenGunSec/SharpSecDump"
"2026-08-14 21:49:40","4","sharpsh","Installed","source-build:thelikes/sharpsh"
"2026-08-14 21:49:45","4","SharpUp","Installed","source-build:GhostPack/SharpUp"
"2026-08-14 21:49:58","4","SharpView","Installed","source-build:tevora-threat/SharpView"
"2026-08-14 21:50:03","4","SharpWMI","Installed","source-build:GhostPack/SharpWMI"
"2026-08-14 21:50:09","4","SQLRecon","Installed","source-build:skahwah/SQLRecon"
"2026-08-14 21:50:18","4","StandIn","Installed","source-build:FuzzySecurity/StandIn"
"2026-08-14 21:50:23","4","Whisker","Installed","source-build:eladshamir/Whisker"
"2026-08-14 21:50:31","4","DotNetToJScript","Installed","source-build:tyranid/DotNetToJScript"
"2026-08-14 21:50:39","4","ForgeCert","Installed","source-build:GhostPack/ForgeCert"
"2026-08-14 21:50:47","4","GadgetToJScript","Installed","source-build:med0x2e/GadgetToJScript"
"2026-08-14 21:51:02","4","Group3r","Installed","source-build:Group3r/Group3r"
"2026-08-14 21:51:16","4","KeeThief","Installed","source-build:GhostPack/KeeThief"
"2026-08-14 21:51:39","4","LdapSignCheck","Installed","source-build:cube0x0/LdapSignCheck"
"2026-08-14 21:51:49","4","KrbRelayUp","Installed","source-build:Dec0ne/KrbRelayUp"
"2026-08-14 21:52:16","4","SauronEye","Installed","source-build:vivami/SauronEye"
"2026-08-14 21:52:21","4","SpoolSample","Installed","source-build:leechristensen/SpoolSample"
"2026-08-14 21:52:29","4","ThreatCheck","Installed","source-build:rasta-mouse/ThreatCheck"
"2026-08-14 21:52:39","4","BadAssMacros","Installed","source-build:Inf0secRabbit/BadAssMacros"
"2026-08-14 21:52:40","4","MicroBurst","Installed","git-clone:NetSPI/MicroBurst"
"2026-08-14 21:52:59","4","ADConnectDump","Installed","source-build:dirkjanm/adconnectdump"
"2026-08-14 21:53:52","4","RottenPotato","Installed","source-build:foxglovesec/RottenPotato"
"2026-08-14 21:54:00","4","RottenPotato","Installed","source-build:foxglovesec/RottenPotato"
"2026-08-14 21:54:11","4","RoguePotato","Installed","source-build-native:antonioCoco/RoguePotato"
"2026-08-14 21:54:19","4","SweetPotato","Installed","source-build:CCob/SweetPotato"
"2026-08-14 21:54:30","4","GenericPotato","Installed","source-build:micahvandeusen/GenericPotato"
"2026-08-14 21:54:31","4","GodPotato","Installed","git-clone:BeichenDream/GodPotato"
"2026-08-14 21:54:32","4","nim-rev-shell","Installed","git-clone:Sn1r/Nim-Reverse-Shell"
"2026-08-14 21:54:33","4","offensivenim","Installed","git-clone:byt3bl33d3r/OffensiveNim"
"2026-08-14 21:54:34","4","nimcrypt2","Installed","git-clone:icyguider/Nimcrypt2"
"2026-08-14 21:54:35","4","nim-registry","Installed","git-clone:miere43/nim-registry"
"2026-08-14 21:54:36","4","nimbus","Installed","git-clone:D3Ext/Nimbus"
"2026-08-14 21:54:37","4","partyloader","Installed","git-clone:itaymigdal/PartyLoader"
"2026-08-14 21:54:44","4","IIS-Raid","Installed","source-build-native:0x09AL/IIS-Raid"
"2026-08-14 21:54:49","4","PortBender","Installed","source-build-native:praetorian-inc/PortBender"
"2026-08-14 21:55:00","4","RedTeamGrimoire","Installed","source-build-native:vari-sh/RedTeamGrimoire"
"2026-08-14 21:55:10","4","StreamDivert","Installed","source-build-native:jellever/StreamDivert"
"2026-08-14 21:55:10","4","AdaptixC2","Installed","git-clone:Adaptix-Framework/AdaptixC2"
"2026-08-14 21:55:10","4","BloodHound-Custom-Queries","Installed","git-clone:CompassSecurity/BloodHoundQueries"
"2026-08-14 21:55:10","4","Crystal-Loaders","Installed","git-clone:rasta-mouse/Crystal-Loaders"
"2026-08-14 21:55:10","4","CS-Loader","Installed","git-clone:Gality369/CS-Loader"
"2026-08-14 21:55:10","4","EvilClippy","Installed","git-clone:outflanknl/EvilClippy"
"2026-08-14 21:55:10","4","Freeze","Skipped","Failed"
"2026-08-14 21:55:10","4","Get-LAPSPasswords","Installed","git-clone:kfosaaen/Get-LAPSPasswords"
"2026-08-14 21:55:10","4","go-cookie-monster","Skipped","Failed"
"2026-08-14 21:55:11","4","GoBuster","Skipped","Failed"
"2026-08-14 21:55:12","4","GoWitness","Skipped","Failed"
"2026-08-14 21:55:12","4","Invoke-DOSfuscation","Installed","git-clone:danielbohannon/Invoke-DOSfuscation"
"2026-08-14 21:55:12","4","Invoke-Obfuscation","Installed","git-clone:danielbohannon/Invoke-Obfuscation"
"2026-08-14 21:55:12","4","Kerbrute","Skipped","Failed"
"2026-08-14 21:55:12","4","LDAPNomNom","Skipped","Failed"
"2026-08-14 21:55:12","4","MailSniper","Installed","git-clone:dafthack/MailSniper"
"2026-08-14 21:55:12","4","MFASweep","Installed","git-clone:dafthack/MFASweep"
"2026-08-14 21:55:12","4","PetitPotam","Installed","git-clone:topotam/PetitPotam"
"2026-08-14 21:55:13","4","PowerMad","Installed","git-clone:Kevin-Robertson/Powermad"
"2026-08-14 21:55:13","4","PowerUpSQL","Installed","git-clone:NetSPI/PowerUpSQL"
"2026-08-14 21:55:13","4","PSPKIAudit","Installed","git-clone:GhostPack/PSPKIAudit"
"2026-08-14 21:59:37","4","RustHound-CE","Installed","source-build-rust:g0h4n/RustHound-CE"
"2026-08-14 22:01:18","4","rustyneedle","Installed","source-build-rust:mttaggart/rustyneedle"
"2026-08-14 22:01:19","4","Stracciatella","Installed","git-clone:mgeeky/Stracciatella"
"2026-08-14 22:01:19","4","SuperMega","Installed","git-clone:dobin/SuperMega"
"2026-08-14 22:01:19","4","upx","Skipped","Failed"
"2026-08-14 22:01:19","4","ShieldBreak","Installed","git-clone:https://git.churchofmalware.org/Nightmare_Eclipse/ShieldBreak.git"
"2026-08-14 22:01:19","4","GreatXML","Installed","git-clone:https://git.churchofmalware.org/Nightmare_Eclipse/GreatXML.git"
"2026-08-14 22:01:19","4","GreenPlasma","Installed","git-clone:https://git.churchofmalware.org/Nightmare_Eclipse/GreenPlasma.git"
"2026-08-14 22:01:19","4","UnDefend","Installed","git-clone:https://git.churchofmalware.org/Nightmare_Eclipse/UnDefend.git"
"2026-08-14 22:01:19","4","BlueHammer","Installed","git-clone:https://git.churchofmalware.org/Nightmare_Eclipse/BlueHammer.git"
"2026-08-14 22:01:19","4","YellowKey.","Installed","git-clone:https://git.churchofmalware.org/Nightmare_Eclipse/YellowKey.git "
"2026-08-14 22:01:19","4","MiniPlasma","Installed","git-clone:https://git.churchofmalware.org/Nightmare_Eclipse/MiniPlasma.git"
"2026-08-14 22:01:19","4","RedSun","Installed","git-clone:https://git.churchofmalware.org/Nightmare_Eclipse/RedSun.git"
"2026-08-14 22:01:19","4","ShieldBreak","Installed","git-clone:https://git.churchofmalware.org/Nightmare_Eclipse/ShieldBreak.git"
"2026-08-14 22:01:19","4","RegPwn","Skipped","Failed"
"2026-08-14 22:01:20","4","RegPwnBOF","Installed","git-clone:Flangvik/RegPwnBOF"
"2026-08-14 22:01:20","4","eicar.com","Skipped","Failed"
"2026-08-14 22:01:20","4","eicar.txt","Skipped","Failed"
"2026-08-14 22:01:20","4","eicar.com2","Skipped","Failed"
"2026-08-14 22:01:20","4","Client","Skipped","C:\Tools\AdaptixC2\AdaptixClient\build.bat not found"
"2026-08-14 22:01:20","4","Quick Access","Installed","C:\Tools"
"2026-08-14 22:01:20","4","Quick Access","Installed","C:\Payloads"
"2026-08-14 22:01:20","4","Background","Skipped","The remote name could not be resolved: 'raw.githubusercontent.com'"
"2026-08-14 22:01:22","4","Auto-login","Installed","disabled"
"2026-08-14 22:01:22","4","LocalSupport user","Installed","removed from Administrators + deleted"
